Orario,Canale Ch 1,Canale Ch 11
(s),(V),(V)

1.55999997,0.15506720,0.48595850
1.56499997,0.15567770,0.49084250
1.56999996,0.15506720,0.48840050
1.57499996,0.15628820,0.48779000
1.57999996,0.15628820,0.48840050
1.58499996,0.15689870,0.48779000
1.58999996,0.15689870,0.48962150
1.59499996,0.15689870,0.48717950
1.59999996,0.15750920,0.48717950
1.60499996,0.15750920,0.49023200
1.60999996,0.15811970,0.48901100
1.61499996,0.15811970,0.48656900
1.61999996,0.15811970,0.48229550
1.62499996,0.15873020,0.48962150
1.62999996,0.15934070,0.48962150
1.63499996,0.15934070,0.48351650
1.63999996,0.15873020,0.48046400
1.64499996,0.15873020,0.48229550
1.64999996,0.15934070,0.48290600
1.65499996,0.15995120,0.48717950
1.65999996,0.16056170,0.48717950
1.66499996,0.16117220,0.48717950
1.66999996,0.16117220,0.48840050
1.67499996,0.16178270,0.48717950
1.67999996,0.16178270,0.48412700
1.68499996,0.16239320,0.48656900
1.68999996,0.16239320,0.48901100
1.69499996,0.16239320,0.48717950
1.69999996,0.16300370,0.48717950
1.70499996,0.16300370,0.48962150
1.70999996,0.16300370,0.48901100
1.71499996,0.16361420,0.48717950
1.71999996,0.16361420,0.48717950
1.72499996,0.16422470,0.49023200
1.72999996,0.16422470,0.48962150
1.73499996,0.16483520,0.48473750
1.73999996,0.16483520,0.48779000
1.74499996,0.16483520,0.48901100
1.74999996,0.16544570,0.48840050
1.75499996,0.16605620,0.48595850
1.75999996,0.16605620,0.48656900
1.76499996,0.16666670,0.48901100
1.76999996,0.16605620,0.48779000
1.77499996,0.16666670,0.48534800
1.77999996,0.16666670,0.48901100
1.78499996,0.16727720,0.48717950
1.78999996,0.16788770,0.48962150
1.79499996,0.16788770,0.48779000
1.79999996,0.16849820,0.48779000
1.80499996,0.16788770,0.48901100
1.80999996,0.16849820,0.49023200
1.81499996,0.16910870,0.48779000
1.81999996,0.16910870,0.48779000
1.82499996,0.16971920,0.49023200
1.82999996,0.16971920,0.48962150
1.83499996,0.16971920,0.48595850
1.83999996,0.16971920,0.48840050
1.84499996,0.17032970,0.49084250
1.84999996,0.17032970,0.48962150
1.85499996,0.17094020,0.48656900
1.85999996,0.17155070,0.48779000
1.86499996,0.17094020,0.49023200
1.86999996,0.17155070,0.48901100
1.87499996,0.17216120,0.48656900
1.87999996,0.17216120,0.48656900
1.88499996,0.17216120,0.48717950
1.88999996,0.17277170,0.48779000
1.89499996,0.17338220,0.48779000
1.89999996,0.17338220,0.48290600
1.90499996,0.17277170,0.48717950
1.90999996,0.17338220,0.48717950
1.91499996,0.17338220,0.48717950
1.91999996,0.17460320,0.48473750
1.92499996,0.17460320,0.49023200
1.92999996,0.17460320,0.48840050
1.93499996,0.17460320,0.48534800
1.93999996,0.17521370,0.48717950
1.94499996,0.17521370,0.48534800
1.94999996,0.17582420,0.48901100
1.95499996,0.17582420,0.48656900
1.95999996,0.17643470,0.48656900
1.96499996,0.17582420,0.48840050
1.96999996,0.17643470,0.48717950
1.97499996,0.17704520,0.48412700
1.97999996,0.17704520,0.48473750
1.98499996,0.17704520,0.48595850
1.98999996,0.17765570,0.48962150
1.99499996,0.17826620,0.48656900
1.99999996,0.17887670,0.48779000
2.00499996,0.17826620,0.48962150
2.00999996,0.17887670,0.48901100
2.01499995,0.17887670,0.48779000
2.01999995,0.18009770,0.48595850
2.02499995,0.17948720,0.48962150
2.02999995,0.18009770,0.48962150
2.03499995,0.18009770,0.48595850
2.03999995,0.18070820,0.48840050
2.04499995,0.18070820,0.49084250
2.04999995,0.18131870,0.48962150
2.05499995,0.18070820,0.48717950
2.05999995,0.18192920,0.48840050
2.06499995,0.18192920,0.49023200
2.06999995,0.18253970,0.48717950
2.07499995,0.18253970,0.48595850
2.07999995,0.18192920,0.47863250
2.08499995,0.18253970,0.48046400
